0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,gender
-325.3565,133.43776,-9.49216,5.643483,4.239697,-13.268335,-13.888135,-4.8191967,-18.278578,-5.373483,0.81271493,4.8685575,-5.236394,-9.332254,-4.483132,-0.74994653,-8.214955,-4.340894,-10.045222,-6.6180124,1
-324.43448,118.94193,8.240591,12.695473,-3.996616,-18.847025,-19.135666,-13.267103,-8.287738,-5.418582,-12.419961,3.8162467,-3.538411,-6.6132994,6.251735,-0.47121552,-11.077652,0.6121567,-2.771304,-9.760449,1
-317.5951,98.26311,1.9735576,17.245386,6.579184,2.6072364,-8.748708,-2.8149378,-15.395324,-4.036571,-3.1011872,2.1638515,-0.29922637,-0.24966797,-2.4407237,0.0283638,-16.239845,-2.4377518,-9.049039,-7.033014,1
-295.2666,103.339096,2.2337918,5.348829,-4.845535,-16.115704,-12.087349,2.1151588,-9.702778,9.84897,3.5047112,1.122897,-13.799713,-5.659538,-14.03184,-8.7584,-7.5184355,9.015517,-12.889981,-9.877411,1
-356.60257,97.17516,-0.69096047,20.246548,-7.2594275,-0.9793885,-19.321507,-7.046312,-6.7920256,4.2093554,-2.4820256,-0.5998456,-5.4749193,-7.33661,-3.9899962,1.5081857,-4.035109,-2.9087036,-8.282445,-2.4751387,1
-324.17545,138.45662,-14.621689,13.237209,-10.472493,-21.414867,-3.2499416,6.4951253,-13.399408,-5.036419,-0.18778513,-3.1228955,-2.3540828,-5.522419,-4.708072,-7.947036,-16.958292,3.8107736,-3.3754385,-12.226369,1
-262.03827,117.64588,-21.120903,10.397879,-18.150976,-5.1864333,-22.972961,-2.7839642,-14.087856,-11.304385,3.7835548,3.3288367,-7.946849,-8.028473,-9.23379,-6.548001,-6.497507,2.0755575,-6.9173985,-7.6058908,1
-251.58868,115.90906,-37.096947,5.9311414,-14.535629,-11.519025,-25.15366,1.5639458,-12.457625,-8.339996,2.771977,1.6579927,-4.521069,-8.835668,-9.275275,-7.090475,-10.340961,-2.2025309,-4.041948,-5.341166,1
-263.06415,114.103645,-38.21446,12.397945,-5.5377493,-9.152283,-20.08377,-1.3624439,-12.210452,-5.973862,-0.14921194,-1.3132435,-2.9005623,-5.220037,-4.8554893,-5.919612,-10.846404,-4.038229,-2.454862,-4.4340563,1
-291.9783,119.20742,-35.530872,9.026649,-6.758987,-8.409351,-25.09777,-2.2654343,-8.966931,-7.724711,1.2310079,-0.50259864,-4.9192533,-7.6234884,-6.639292,-4.1995473,-7.306462,-3.2648928,-5.9747596,-7.519463,1
-255.37251,139.78853,-37.2519,8.218393,-6.3999166,-12.990662,-19.782923,-3.8151891,-23.341623,-8.187388,6.436693,4.028731,-1.1046314,-10.653633,-11.966302,-7.2776084,-11.03492,-1.4203407,-2.4743416,-6.1690097,1
-282.47656,124.64025,-31.070517,14.893721,-9.4066725,-16.247149,-23.158705,-1.3829848,-13.506156,-2.8555045,3.06213,0.5788547,-3.9873872,-9.627808,-6.55037,-2.7923043,-8.905143,0.4853906,-3.9298227,-6.6179686,1
-253.78069,124.29865,-29.921251,20.807938,-3.8994768,-17.78404,-32.260754,-3.693334,-16.541353,-7.656755,0.7378491,4.5739164,-7.1879654,-9.09784,-5.0516005,-1.2471365,-12.990903,-1.4575167,0.15846376,-3.4884362,1
-271.94165,115.95621,-39.572342,13.136155,-5.0734153,-13.365364,-20.522596,-2.1408176,-12.744975,-6.27041,0.07935263,-1.2318054,-0.8613749,-9.369155,-7.860688,-5.1354833,-9.862951,-3.2507856,-2.960723,-5.437728,1
-296.3688,115.04524,-22.898184,25.284393,-0.2793853,-9.286115,-25.215061,-4.860116,-18.121576,-9.134823,0.5464944,1.8235191,-5.4817,-7.594606,-8.65365,-2.6890182,-11.197896,-2.0500827,-3.9331937,-4.732057,1
-281.95468,121.83974,-22.448551,16.654873,-6.916648,-9.936261,-22.653982,-9.628532,-19.619686,-3.9606178,3.441938,4.747963,-7.414983,-12.702848,-3.9109097,-3.1917787,-13.681706,-1.2009768,0.6005219,-5.4332786,1
-269.10464,125.933014,-30.936964,15.958053,-5.3754687,-11.136411,-19.272852,-0.6073011,-23.210562,-8.039936,10.846365,6.6629496,-10.671536,-10.790037,-11.791779,-3.6284645,-9.956879,0.34871948,-2.2031035,-6.515214,1
-258.91867,123.55035,-23.767971,14.959071,-5.4458385,-8.9557705,-22.402575,-3.8727772,-18.320204,-7.089566,4.5072985,5.514397,-4.8013,-12.849478,-10.000339,-5.9929814,-7.991628,1.049363,-3.8217268,-9.16597,1
-299.97235,115.25363,-13.653601,14.771971,-15.893615,-9.509643,-13.691199,-0.7233927,-13.516536,-3.3639126,0.7982252,-2.1621008,-8.12655,-12.484351,-3.1436515,-3.086462,-11.746403,-3.0529625,-3.8358629,-4.83345,1
-295.8114,115.58867,-15.369684,22.876614,-7.339502,-11.412223,-19.643652,-15.550539,-7.489842,-2.4676528,5.1576176,-1.0493522,-6.3869333,-7.522703,-4.696788,1.623937,-7.2651854,-1.021192,-3.0931418,-6.3480945,1
-304.64944,121.30107,-28.811049,22.572678,9.383959,-18.851309,-19.519215,-10.6461735,0.48070407,-0.5707588,-3.8222728,-2.2293386,-0.71088886,-9.78602,1.0294498,3.816173,-10.100357,-4.0763445,-2.416214,-6.642161,1
-327.0441,99.802505,-14.865592,25.601551,-2.994166,-3.5972729,-14.178495,-4.5066423,-0.86073226,-0.13304217,-5.159999,-4.4958677,-4.875809,-5.0697794,-0.2085767,3.299278,-9.074061,-4.5846014,-5.9188666,-0.8741464,1
-329.91922,96.52502,9.505871,41.311844,-6.3463807,-26.96075,-6.449191,-7.311822,-11.316176,0.12316222,1.5560235,-5.2374125,-5.076814,0.120301634,-7.2776036,5.3843703,-4.4847455,-2.3408954,0.9042583,-8.815818,1
-319.21906,121.20947,-10.392297,20.518822,-14.073159,-4.093065,-9.270394,-3.1717787,-3.4290648,3.506539,-2.4156878,-2.1459525,-9.254143,-3.910076,6.583127,-2.2002776,-5.833639,-6.865491,-6.9301777,-1.008907,1
-296.2083,121.44893,-14.548772,25.394535,-2.1872797,-12.093566,-11.222344,-9.896936,-11.972867,-0.6460504,4.7711387,1.0762155,-4.590665,-9.315178,-2.4851873,2.2231567,-7.382432,-2.6977048,-7.9031835,-1.9493198,1
-344.78525,117.15301,-0.10217171,18.485758,2.0295415,-18.848827,-9.333752,-11.762746,-13.190811,7.3797555,6.9956965,-3.4999263,-4.858986,-3.8454018,-4.5664067,0.6366085,-4.8143964,-2.76078,-4.5161777,-6.2114315,1
-257.41467,122.446556,-28.453815,23.475506,-13.141972,-16.051268,-21.366833,-7.554245,-13.500665,-5.803253,-6.2764344,-0.51968634,-0.7732094,-1.2357352,-6.049177,-1.029996,-9.395985,-0.76590526,-6.5087686,-9.918361,1
-278.2313,108.27983,-25.808615,14.998097,-12.341196,-4.6562524,-19.450289,-7.893156,-15.224759,-4.655084,1.1659672,5.7596884,-3.0754683,-4.8311434,-5.0891614,-0.75121737,-7.3091846,-3.1404567,-7.334641,-8.567627,1
-305.52698,127.30157,-22.237839,12.222109,1.6986309,-23.57702,-16.199106,-6.1519747,-20.723164,-2.3649015,-3.1670306,0.97653836,-2.4465523,-5.0258675,-1.8246121,-1.3079326,-11.484661,2.167822,-4.587054,-11.236387,1
-289.72995,121.35829,-41.31822,26.851894,9.3017,-27.397211,-14.41358,0.8154926,-21.408772,-8.179138,-2.697392,4.0852757,-0.066301666,-9.099024,-2.8528955,7.809789,-16.726156,0.33069485,-1.0743544,-9.663704,1
-268.82324,106.82926,-37.455986,31.721178,5.919001,-27.377378,-13.8575115,-6.82839,-21.859993,-9.043181,-3.5170789,2.8358922,-2.0053735,-8.234972,-0.865879,3.2082593,-12.976872,2.5858712,-6.0161233,-7.762274,1
-355.05658,102.03848,-14.004783,14.058577,5.215232,-18.415915,-12.716808,-5.1816,-15.235218,-0.16216348,4.9420376,-2.0769713,-4.131888,-0.6289589,-2.149684,-0.0070355027,-8.52661,-1.3243421,-4.9338098,-6.1455927,1
